brand,product_id,product_title,current_pa_origin,proposed_pa_origin,current_custom_origin,proposed_custom_origin,actions,reasons,has_structured_description,structured_description_would_change,faq_would_change
"Paula's Choice",62638,"Paula&#8217;s Choice 6% Mandelic Acid + 2% Lactic Acid Liquid Exfoliant 88ml",usa,usa,Korea,USA,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_usa,yes,no,yes
"Paula's Choice",63019,"Paula&#8217;s Choice Weightless Body Treatment with 2% BHA 210ml",usa,usa,Korea,USA,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_usa,yes,no,yes
Philosophy,50638,"Philosophy Purity Made Simple One-Step Facial Cleanser 90ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Philosophy,50643,"Philosophy Purity Made Simple One-Step Facial Cleanser 30 ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
PinkFlash,75005,"PiNKFLASH Lasting Matte Foundation PF-F03 (Medium Peach-#04) 25g",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
PinkFlash,75007,"PiNKFLASH Lasting Matte Foundation PF-F03 (Vanilla-#01) 25g",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
PinkFlash,75009,"PINKFLASH Waterproof Auto Eyebrow Pencil &#8211; 03 Gray Brown (PF-E09)",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
PinkFlash,75011,"PINKFLASH Waterproof Auto Eyebrow Pencil &#8211; 02 Chocolate Brown (PF-E09)",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
PinkFlash,75014,"PiNKFLASH Lasting Matte Foundation PF-F03 (Warm Beige-#03) 25g",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
PinkFlash,75016,"PINKFLASH Waterproof Eyeliner (PF-E01)",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
PinkFlash,75018,"PINKFLASH Curl Mascara Pink PF-E08 01",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
PinkFlash,75020,"PINKFLASH Curl Mascara Black PF-E08 02",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
PinkFlash,75022,"PINKFLASH Lasting Matte Pressed Powder &#8211; Shade 222 (PF-F08)",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
PinkFlash,75024,"PINKFLASH Lasting Matte Loose Powder &#8211; Shade 222 (PF-F06)",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Ponds,35965,"Ponds Magic Powder BB 50gm.TH",usa,usa,Korea,USA,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_usa,yes,no,yes
Ponds,38109,"Pond’s Super Light Gel Moisturiser",usa,usa,Korea,USA,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_usa,yes,no,yes
Ponds,75026,"Ponds Bright Miracle Ultimate Clarity Night Cream 50ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Ponds,75028,"Ponds Light Moisturiser Non Oily Fresh Feel 50ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Ponds,75030,"Ponds Light Moisturiser Non Oily Fresh Feel 100ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Ponds,75032,"Pond&#8217;s Age Miracle Youthful Glow Night Cream 45g",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Ponds,75034,"Ponds Watermelon Fresh &#038; Bright Translucent Facial Powder 50g",usa,usa,Korea,USA,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_usa,yes,no,yes
Ponds,75036,"Ponds Perfect Radiance BB Translucent Powder",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Ponds,75038,"Ponds Pinkish Glow Translucent Facial Powder  50g",usa,usa,Korea,USA,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_usa,yes,no,yes
Raip,50891,"RAIP R3 Argan Hair Oil 100ml",south-korea,south-korea,Japan,"South Korea",sync_custom_origin|sync_structured_description|sync_faq,custom_origin_japan_vs_south-korea,yes,yes,yes
Rajkonna,75050,"Rajkonna Henna Hair Pack 50g",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Rajkonna,75052,"Rajkonna White Glow Shower Gel 330ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Rajkonna,75054,"Rajkonna Brightening Body Lotion Super Moisture Vit E + Argan oil 300ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Rajkonna,75056,"Rajkonna All Purpose Toner 120ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Rajkonna,75058,"Rajkonna Moisturizing Shower Gel 330ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Rajkonna,75060,"Rajkonna Glow Booster Facial Wash 100ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Rajkonna,75062,"Rajkonna Acne Fighting Facial Wash 100ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Rajkonna,75064,"Rajkonna Light Moisturizer All Skin Types 50ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Reikhaku,62036,"Reihaku Hatomugi Moisturizing Facial Cleansing Foam 170g",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
Remington,75066,"Remington Ceramic Straight Straightener (S3500)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Retina,74239,"Retina Oroclin Acne Clearing Gel With Salicylic Acid 20g",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Retina,74243,"Retina Oroclin Lemon Brightening Cream Facewash 100ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Retina,74245,"Retina Oroclin Anti Acne Facewash 100ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Retina,74247,"Retina Belly Care (Stretch Mark Lotion) 70ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Revolution,75068,"Revolution  Glow FIX Illuminating Fixing Spray 100ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
Ribana,75070,"RiBANA Organic Castor Oil 200ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Ribana,75072,"RiBANA Organic Olive Oil 200ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Ribana,75074,"RIBANA Goat&#8217;s Milk Soap 110gm",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Ribana,75076,"RIBANA Activated Carbon Soap 100ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Rimmel,75078,"Rimmel Lasting Finish 8HR Lip Liner Pencil 705 Cappuccino",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
Rimmel,75080,"Rimmel Wonder’Ink Ultimate Liquid Eyeliner (001 Black)",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
Rimmel,75082,"Rimmel London Scandaleyes 24hr Waterproof Kohl Kajal 001 Black",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
Rivaj,75084,"Rivaj Micellar Cleansing Water Makeup Wipes 25pcs",pakistan,pakistan,Korea,Pakistan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_pakistan,yes,yes,yes
Sadoer,75117,"SADOER Men&#8217;s Acne Patch Waterproof Invisible 36 Patches",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Sadoer,75119,"SADOER Honey Moistening Beauty Mask 25g",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Sadoer,75121,"Sadoer Aloe Vera Hydrating Rejuvenating Facial Mask 25g",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Sadoer,75123,"SADOER Green Tea Hydrating Beauty Mask",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Sadoer,75125,"Sadoer Aloe Vera Refreshing Hydrating Facial Mask 25g",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Sadoer,75127,"SADOER Blueberry Smooth And Moisturizing Eye Mask 7.5g",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Sadoer,75129,"SADOER Honey Anti-Cracking Lip Mask 8g",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Sadoer,75131,"SADOER Sweet Strawberry Lip Mask 8g",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Sadoer,75133,"SADOER Aloe Vera Hydrate Lip Mask 8g",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Sadoer,75135,"SADOER Cherry Pink Tender Lip Mask 8g",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Sadoer,75137,"SADOER Hyaluronic Acid Hydration Eye Mask 7.5g",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Sadoer,75139,"SADOER Seaweed Shining &#038; Smoothing Eye Mask 7.5g",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Sadoer,75141,"SADOER Caviar Essence Eye Mask 7.5g",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Sadoer,75143,"SADOER Real Red Apple Antioxidant Facial Mask 25g",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Sadoer,75145,"SADOER Hydrocolloid Star Flower Purifying Acne Patch 8g",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Sadoer,75147,"SADOER Orange Moisturizing Lip Mask 8g",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Sadoer,75149,"SADOER Blueberry Hydration Lip Mask 8g",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Sadoer,75151,"SADOER Green Tea Oil Control Facial Mask 25g",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Sana,75157,"Sana Nameraka Honpo Soy Milk Isoflavone Wrinkle Eye Cream 20g",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
Sana,75159,"Sana Nameraka Honpo Extra Moist Gel All In One Cream 100g",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
Savlon,35942,"Savlon Wet Wipes 80Pcs",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
SebaMed,37549,"Seba Med Anti Hairloss Shampoo 200ml",germany,germany,Korea,Germany,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_germany,yes,yes,yes
SebaMed,37558,"Seba Med Anti Dandruff Shampoo 200ml",germany,germany,Korea,Germany,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_germany,yes,yes,yes
SebaMed,37698,"Sebamed After Shave Balsam 100ml`",germany,germany,Korea,Germany,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_germany,yes,yes,yes
SebaMed,75161,"Sebamed Extra Soft Baby Cream with Panthenol 50ml",germany,germany,Korea,Germany,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_germany,yes,yes,yes
Seravix,75163,"Seravix 2% Salicylic Acid Acne Control Cleanser 90ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Seravix,75167,"Seravix Cocoa Butter Moisturizing Body Lotion With Spf 30+++ 240ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Seravix,75169,"Seravix Anti Aging Brightening Body Lotion With Collagen &#038; Alpha Arbutin 240ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Sheglam,75171,"Sheglam Snatch &#8216;n&#8217; Define Stick- Terracotta",usa,singapore,Korea,Singapore,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_singapore,yes,yes,yes
Sheglam,75176,"Sheglam Snatch &#8216;n&#8217; Define Stick- Terracotta",usa,singapore,Korea,Singapore,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_singapore,yes,yes,yes
Simple,26353,"Simple Kind To Skin Moisturising Facial Wash 150ml",uk,uk,Korea,UK,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_uk,yes,no,yes
Simple,26359,"Simple Kind to Skin Hydrating Light Moisturiser 125gm",uk,uk,Korea,UK,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_uk,yes,no,yes
Simple,26362,"Simple Kind To Skin Soothing Facial Toner 200ml",uk,uk,Korea,UK,sync_custom_origin,custom_origin_south-korea_vs_uk,yes,no,no
Simple,26366,"Simple Purifying Gel Wash (150ml)",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description,custom_origin_south-korea_vs_uk,yes,yes,no
Simple,26368,"Simple Daily Detox Purifying Face Wash 150ml",uk,uk,Korea,UK,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_uk,yes,no,yes
Simple,26371,"Simple Regeneration Facial Wash Age Resisting 150ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description,custom_origin_south-korea_vs_uk,yes,yes,no
Simple,26435,"Simple Kind to Skin Replenishing Rich Moisturizer (125gm)",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description,custom_origin_south-korea_vs_uk,yes,yes,no
Simple,26501,"Simple Protect ‘N’ Glow rest and reset 72h hydrating gel (50ml)",uk,uk,Korea,UK,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_uk,yes,no,yes
Simple,36301,"Simple Kind To Skin Hydrating Light Moisturiser 125ml",uk,uk,Korea,UK,sync_custom_origin,custom_origin_south-korea_vs_uk,yes,no,no
Simple,36304,"Simple Replenishing Rich Moisturiser 125ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description,custom_origin_south-korea_vs_uk,yes,yes,no
Simple,36307,"Simple Rest &#038; Reset Hydrating Gel 50ml",uk,uk,Korea,UK,sync_custom_origin,custom_origin_south-korea_vs_uk,yes,no,no
Simple,36319,"Simple Refreshing Facial Wash 150ml",uk,uk,Korea,UK,sync_custom_origin,custom_origin_south-korea_vs_uk,yes,no,no
Simple,62813,"Simple Kind To Skin Micellar Cleansing Water 200ml",uk,uk,Korea,UK,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_uk,yes,no,yes
Simple,62815,"Simple Kind To Skin Refreshing Facial Gel Wash 150ml",uk,uk,Korea,UK,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_uk,yes,no,yes
Simple,62817,"Simple Water Boost Micellar Facial Gel Wash 150ml",uk,uk,Korea,UK,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_uk,yes,no,yes
Simple,75183,"Simple Smoothing Gel Cleanser Face Cleanser 230ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
Simple,75185,"Simple Replenishing Cream Cleanser 230ml",uk,uk,Korea,UK,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_uk,yes,no,yes
Simple,75187,"Simple 10% Vitamin C+E+F Booster Serum 30ml",uk,uk,Korea,UK,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_uk,yes,no,yes
Simple,75189,"Simple Hydrating Cleansing Oil 125ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"Skin Aqua",75095,"Sunplay Skin Aqua Sun Protection &#038; Skin Whitening Gel 70g",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
SkinAqua,62803,"Skin Aqua UV Super Moisture Gel SPF 50+ PA++++ 110gm",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
SkinAqua,62805,"Skin Aqua Super Moisture Barrier UV Gel SPF50+ PA++++ 100g",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
SkinAqua,75088,"Skin Aqua Tone Up UV Essence Latte Beige 80g",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
SkinAqua,75090,"Skin Aqua Tone Up UV Essence Blue 80g",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
SkinAqua,75103,"Sunplay Skin Aqua Tone Up UV Spray SPF50+ PA++++ 70g",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
SkinAqua,75113,"Skin Aqua Tone Up UV Essence SPF50+ PA++++ 80g (Lavender)",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
SkinAqua,75115,"Skin Aqua Tone Up UV Essence SPF50+ PA++++ 80g Mint",japan,japan,Korea,Japan,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_japan,yes,yes,yes
